iter	Logloss
303	0.4485096276
304	0.4484530814
305	0.4483789188
306	0.4482984802
307	0.4482330622
308	0.448143211
309	0.4480451059
310	0.4479713123
311	0.4478820306
312	0.4478099662
313	0.4477402515
314	0.4476526559
315	0.4475607923
316	0.4474690712
317	0.4473846565
318	0.4473220143
319	0.4472599647
320	0.4471898149
321	0.4471233333
322	0.4470544505
323	0.4469655867
324	0.4468863842
325	0.4468113354
326	0.4467397808
327	0.4466617701
328	0.4466110604
329	0.4465292612
330	0.4464796343
331	0.4464156004
332	0.4463366881
333	0.4462506028
334	0.446159508
335	0.4461054021
336	0.4460361078
337	0.4459729078
338	0.4459207114
339	0.4458479401
340	0.44579247
341	0.4457186461
342	0.4456397905
343	0.4455535028
344	0.4454860384
345	0.4454131973
346	0.4453451582
347	0.4452876369
348	0.4452321489
349	0.4451681361
350	0.4450793487
351	0.445011802
352	0.4449249207
353	0.4448654283
354	0.444813484
355	0.4447491513
356	0.4446704417
357	0.4446047982
358	0.4445252113
359	0.4444696677
360	0.4443925872
361	0.4443320642
362	0.4442823096
363	0.4442280648
364	0.4441709212
365	0.4441111301
366	0.4440450359
367	0.443980814
368	0.4438999851
369	0.4438063289
370	0.4437287312
371	0.443645759
372	0.4435786875
373	0.4435237088
374	0.4434388006
375	0.4433866175
376	0.4433237382
377	0.4432606302
378	0.4431967672
379	0.4431150765
380	0.4430523235
381	0.4429832124
382	0.4429129429
383	0.4428607169
384	0.4427809201
385	0.442728683
386	0.4426735957
387	0.4425954702
388	0.4425289402
389	0.442452028
390	0.4423798099
391	0.4423169799
392	0.4422413194
393	0.4421751138
394	0.4421096175
395	0.4420274561
396	0.4419594177
397	0.4419013391
398	0.4418041637
399	0.441734296
400	0.4416726236
401	0.4416258829
402	0.4415694864
403	0.4415066986
404	0.441438615
405	0.4413703916
406	0.4413040926
407	0.4412521255
408	0.4411932775
409	0.4411393706
410	0.4410774963
411	0.441005327
412	0.440928274
413	0.4408891723
414	0.4408225399
415	0.4407627868
416	0.4407092065
417	0.4406612551
418	0.440600193
419	0.4405265771
420	0.4404728273
421	0.4404241569
422	0.4403725356
423	0.4403193788
424	0.440250268
425	0.4402032572
426	0.44016162
427	0.440106164
428	0.4400288197
429	0.4399450271
430	0.4398596346
431	0.4397927141
432	0.4397345115
433	0.4396617215
434	0.439625099
435	0.4395562205
436	0.4395024284
437	0.4394372953
438	0.4393801106
439	0.4393055666
440	0.4392485085
441	0.4391714984
442	0.4390866307
443	0.4390099468
444	0.4389317179
445	0.4388540186
446	0.4387709626
447	0.4387105844
448	0.4386520094
449	0.4386107501
450	0.4385747396
451	0.4385120827
452	0.4384542611
453	0.4383998999
454	0.4383477172
455	0.4382813154
456	0.4381991036
457	0.4381552973
458	0.4380933073
459	0.4380453815
460	0.4379901392
461	0.4379022323
462	0.4378387706
463	0.4377777472
464	0.4376932228
465	0.4376449104
466	0.4375764049
467	0.4374998556
468	0.4374313392
469	0.4373512229
470	0.4372839699
471	0.4372208914
472	0.4371481389
473	0.4370970865
474	0.4370280361
475	0.4369855291
476	0.4369457644
477	0.4368669571
478	0.4368047851
479	0.4367519426
480	0.4366963822
481	0.4366267662
482	0.4365581224
483	0.4365041718
484	0.4364612663
485	0.4363860739
486	0.4363380607
487	0.4362645043
488	0.4361973345
489	0.4361024376
490	0.4360263498
491	0.4359816258
492	0.4359091266
493	0.435852507
494	0.4357869216
495	0.4357316336
496	0.4356696066
497	0.4356236952
498	0.4355639149
499	0.4354953064
500	0.4354119129
501	0.4353432463
502	0.4352827877
503	0.4352134804
504	0.4351390494
505	0.4350598413
506	0.4349977301
507	0.4349489887
508	0.434879921
509	0.4348023679
510	0.4347305028
511	0.4346698591
512	0.4346080566
513	0.4345438525
514	0.4344922846
515	0.4344160096
516	0.434340694
517	0.4342876436
518	0.4342283741
519	0.4341742806
520	0.4341157371
521	0.4340406829
522	0.4339776625
523	0.4339193825
524	0.4338675062
525	0.4338156543
526	0.4337472226
527	0.4336824055
528	0.4336134491
529	0.4335649258
530	0.4334953028
531	0.433438709
532	0.4333658095
533	0.4333158891
534	0.4332665102
535	0.4332063638
536	0.4331499393
537	0.4330775891
538	0.433028705
539	0.432947375
540	0.4328767153
541	0.4328259521
542	0.4327508519
543	0.4326929458
544	0.4326363041
545	0.4325756538
546	0.4325005815
547	0.4324223545
548	0.4323778106
549	0.4323254667
550	0.4322773693
551	0.4322114858
552	0.4321568967
553	0.4321128355
554	0.4320383188
555	0.4319879594
556	0.4319289056
557	0.431879066
558	0.4318110959
559	0.4317494401
560	0.4316867723
561	0.431600307
562	0.431521694
563	0.4314880753
564	0.4314284222
565	0.4313624531
566	0.4312886435
567	0.4312292281
568	0.4311659778
569	0.4311051989
570	0.4310637267
571	0.4309963624
572	0.4309523886
573	0.4308758836
574	0.4307870997
575	0.4307389529
576	0.4306667315
577	0.4306159911
578	0.4305530649
579	0.4304934825
580	0.4304229457
581	0.4303664161
582	0.4303101494
583	0.4302520407
584	0.4301810474
585	0.4301249303
586	0.4300818558
587	0.4300338029
588	0.4299743448
589	0.4299127263
590	0.4298576637
591	0.4298077694
592	0.4297420534
593	0.4296768292
594	0.4296350437
595	0.4295670384
596	0.4294993884
597	0.42945117
598	0.4293971766
599	0.4293514365
600	0.4293057983
601	0.4292267489
602	0.4291698923
603	0.4290990834
604	0.42904843
605	0.4290007294
606	0.4289575229
607	0.4288942623
608	0.4288458529
609	0.4287941606
610	0.4287347258
611	0.4286727574
612	0.4286119131
613	0.428558948
614	0.4285046439
615	0.4284509167
616	0.4283874308
617	0.4283316052
618	0.4282681866
619	0.428220415
620	0.4281637041
621	0.4281183699
622	0.4280531372
623	0.4279953844
624	0.4279360423
625	0.4278703176
626	0.427812761
627	0.4277600636
628	0.427706102
629	0.4276455686
630	0.4275926517
631	0.4275401015
632	0.4274734986
633	0.4274235893
634	0.4273446984
635	0.4272981595
636	0.4272423428
637	0.4271612185
638	0.4271215382
639	0.4270696017
640	0.4270215819
641	0.4269602333
642	0.4268854607
643	0.4268155652
644	0.4267584858
645	0.4267028262
646	0.4266657019
647	0.4266174149
648	0.4265488044
649	0.4264971353
650	0.4264300393
651	0.4263852677
652	0.4263180237
653	0.4262596335
654	0.4262074762
655	0.4261597611
656	0.4260947043
657	0.4260416081
658	0.4259708984
659	0.4259257271
660	0.4258687783
661	0.4258150098
662	0.4257622841
663	0.425704782
664	0.4256615877
665	0.4256094392
666	0.4255677666
667	0.4255077918
668	0.4254366842
669	0.4253831691
670	0.4253206029
671	0.4252732172
672	0.4252300764
673	0.4251756829
674	0.4251052823
675	0.4250500017
676	0.4249883855
677	0.4249235548
678	0.4248910679
679	0.4248547992
680	0.4247995853
681	0.4247516847
682	0.4246941828
683	0.4246215637
684	0.4245708554
685	0.4245116828
686	0.4244579143
687	0.4244173092
688	0.4243761093
689	0.4243161421
690	0.4242670072
691	0.4241995945
692	0.4241497628
693	0.4240933219
694	0.4240306351
695	0.423964978
696	0.4239055149
697	0.4238559334
698	0.4238095879
699	0.4237476656
700	0.4237044184
701	0.4236482141
702	0.4235821161
703	0.423544853
704	0.4234936699
705	0.4234292631
706	0.423378689
707	0.4233247524
708	0.4232614522
709	0.4231896149
710	0.4231427812
711	0.4230998098
712	0.4230373382
713	0.4229686927
714	0.4228876187
715	0.422832251
716	0.422779843
717	0.4227195365
718	0.4226544013
719	0.4225775875
720	0.422524142
721	0.4224552116
722	0.4223987126
723	0.4223488709
724	0.4222865023
725	0.4222539484
726	0.4221946386
727	0.4221424778
728	0.4220904018
729	0.4220121431
730	0.421947749
731	0.4218773366
732	0.4218303195
733	0.4217782615
734	0.4217077551
735	0.4216609857
736	0.4215872217
737	0.4215470728
738	0.4214999941
739	0.4214368191
740	0.4213875233
741	0.4213248949
742	0.4212644828
743	0.4212174034
744	0.4211566332
745	0.4211053698
746	0.4210532391
747	0.4210076732
748	0.4209432115
749	0.4209058631
750	0.4208446288
751	0.4207914917
752	0.4207395459
753	0.4206888757
754	0.4206224277
755	0.420568791
756	0.4205161589
757	0.4204559502
758	0.4203900159
759	0.4203419961
760	0.4203037798
761	0.420252809
762	0.4201997598
763	0.4201474024
764	0.4200838938
765	0.4200241537
766	0.4199645436
767	0.4199132894
768	0.4198504323
769	0.419790447
770	0.4197314853
771	0.4196727419
772	0.4196194285
773	0.4195892947
774	0.4195394352
775	0.4194759557
776	0.41943525
777	0.4193829611
778	0.4193136161
779	0.4192570291
780	0.4191987703
781	0.4191428993
782	0.4190886463
783	0.4190265827
784	0.4189691376
785	0.4189163638
786	0.4188640903
787	0.4188039087
788	0.4187370374
789	0.4186688239
790	0.4186070407
791	0.4185527717
792	0.4184821252
793	0.4184457483
794	0.4183870784
795	0.4183326149
796	0.418290637
797	0.4182432803
798	0.4181851891
799	0.4181312793
800	0.4180781725
801	0.4180117106
802	0.4179550038
803	0.4178824147
804	0.4178252232
805	0.4177848302
806	0.417741234
807	0.4176935872
808	0.4176384433
809	0.4175902113
810	0.4175325363
811	0.4174720492
812	0.4174246096
813	0.417368765
814	0.4173144459
815	0.4172652752
816	0.4171951268
817	0.4171552033
818	0.417125901
819	0.4170759221
820	0.417013569
821	0.4169623279
822	0.4168984723
823	0.4168466267
824	0.4167856472
825	0.4167348753
826	0.4166915407
827	0.4166194691
828	0.4165681156
829	0.4165179143
830	0.4164720826
831	0.4164179982
832	0.4163574357
833	0.4162997826
834	0.4162270647
835	0.4161801763
836	0.4161225219
837	0.4160528003
838	0.4160052445
839	0.4159612413
840	0.4159225498
841	0.4158719555
842	0.4158122435
843	0.4157500435
844	0.4156933802
845	0.4156575859
846	0.4156107402
847	0.4155515242
848	0.4155079691
849	0.4154604815
850	0.4153965493
851	0.4153378388
852	0.4152920168
853	0.4152502411
854	0.4152038587
855	0.415163554
856	0.4151032171
857	0.4150638791
858	0.4150122805
859	0.4149565412
860	0.4148980156
861	0.4148366085
862	0.4147890338
863	0.4147421742
864	0.4146844856
865	0.4146323909
866	0.414586568
867	0.4145423814
868	0.4144956743
869	0.4144516444
870	0.4143933103
871	0.4143414922
872	0.4142995524
873	0.414227985
874	0.4141777575
875	0.4141304371
876	0.4140784936
877	0.4140223716
878	0.4139630686
879	0.4139182876
880	0.4138664622
881	0.4138149595
882	0.4137705821
883	0.4137051013
884	0.4136511133
885	0.4135914127
886	0.4135320711
887	0.4134750814
888	0.4134278467
889	0.4133821117
890	0.4133412097
891	0.4133010441
892	0.4132358201
893	0.4131898594
894	0.4131560784
895	0.4131093308
896	0.4130512179
897	0.4129988013
898	0.4129306495
899	0.4128925986
900	0.4128248083
901	0.4127642971
902	0.4127347216
903	0.4127029966
904	0.4126425524
905	0.412582573
906	0.4125339297
907	0.4124790093
908	0.4124349936
909	0.412390192
910	0.4123466072
911	0.4123003207
912	0.412236539
913	0.4121975734
914	0.4121583193
915	0.4121050508
916	0.4120592352
917	0.4119987996
918	0.4119392874
919	0.4118805095
920	0.4118288657
921	0.4117740026
922	0.4117236959
923	0.4116765266
924	0.4116304405
925	0.4115781147
926	0.4115294816
927	0.4114690664
928	0.4114143234
929	0.4113637983
930	0.4113176391
931	0.4112620784
932	0.4112165184
933	0.4111619557
934	0.4111233128
935	0.4110759923
936	0.4110130199
937	0.4109660259
938	0.4109249165
939	0.4108674324
940	0.4107999507
941	0.4107551077
942	0.4107152136
943	0.4106827737
944	0.4106502265
945	0.4105954114
946	0.4105512225
947	0.4104934697
948	0.4104319967
949	0.4103945409
950	0.4103405054
951	0.4103023179
952	0.4102552639
953	0.410205065
954	0.4101656167
955	0.410123025
956	0.4100790626
957	0.4100216036
958	0.4099648752
959	0.4099180648
960	0.409866874
961	0.4098155079
962	0.4097602399
963	0.4097077086
964	0.409660267
965	0.4096136865
966	0.409565199
967	0.409534453
968	0.4094810232
969	0.4094335251
970	0.4093631897
971	0.4093247182
972	0.4092680978
973	0.4092177001
974	0.409183726
975	0.4091226689
976	0.4090594457
977	0.4090031859
978	0.4089572481
979	0.4089175493
980	0.4088563771
981	0.4088117668
982	0.4087592402
983	0.408721561
984	0.4086647908
985	0.4086013207
986	0.4085426369
987	0.4085005309
988	0.408442474
989	0.4083969829
990	0.4083598842
991	0.4083067781
992	0.4082664564
993	0.4082027249
994	0.4081258551
995	0.4080788454
996	0.4080298041
997	0.4079731929
998	0.4079436381
999	0.4079009314
